binID, date, med_lon, med_lat, sd_lon, sd_lat, SEM_lon, SEM_lat, samplesize, year, distperday, month, day, confidence, distcolony, bird
99, 16-Jul-2017 09:58:00, 172.402000, 55.092000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2017, 0.000000, 7, 16, 5, 2494.768908, r070556096_
104, 26-Jul-2017 05:51:03, -151.007000, 37.843000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2017, 340.106377, 7, 26, 5, 2423.785420, r070556096_
106, 29-Jul-2017 05:11:04, -46.654000, 61.511000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2017, 2382.651019, 7, 29, 5, 4940.978776, r070556096_
107, 01-Aug-2017 07:06:06, -145.950000, 58.666000, 0.094869, 0.185262, 0.067082, 0.131000, 2, 2017, 827.409394, 8, 1, 5, 87.715633, r070556096_
108, 02-Aug-2017 07:08:06, -146.606000, 58.714500, 0.243138, 0.145082, 0.121569, 0.072541, 4, 2018, 35.329200, 8, 2, 5, 81.374352, r070556096_
109, 04-Aug-2017 07:01:08, -147.704500, 58.296000, 0.665618, 1.046666, 0.332809, 0.523333, 4, 2017, 137.666448, 8, 4, 5, 149.455374, r070556096_
110, 06-Aug-2017 07:21:08, -146.839500, 58.570500, 1.634050, 1.342940, 0.817025, 0.671470, 4, 2018, 166.895868, 8, 6, 5, 100.291006, r070556096_
111, 08-Aug-2017 06:20:10, -145.544000, 58.371500, 1.332069, 1.266117, 0.666035, 0.633058, 4, 2017, 199.528464, 8, 8, 5, 126.106662, r070556096_
112, 10-Aug-2017 06:26:11, -147.250000, 57.703000, 0.628530, 0.741876, 0.314265, 0.370938, 4, 2017, 129.241870, 8, 10, 5, 199.829846, r070556096_
113, 12-Aug-2017 06:28:11, -145.419000, 56.445000, 2.554921, 1.038540, 1.475085, 0.599602, 3, 2017, 302.721070, 8, 12, 5, 336.707083, r070556096_
114, 14-Aug-2017 06:36:12, -147.700500, 56.959000, 0.458613, 0.944569, 0.229307, 0.472284, 4, 2017, 159.952805, 8, 14, 5, 286.931943, r070556096_
115, 16-Aug-2017 06:13:12, -147.503000, 53.772000, 1.240720, 1.691449, 0.877321, 1.196035, 2, 2017, 250.173587, 8, 16, 5, 634.180867, r070556096_
116, 18-Aug-2017 13:40:13, -140.209000, 49.660000, 0.157447, 0.486489, 0.111332, 0.344000, 2, 2017, 174.739904, 8, 18, 5, 1156.036728, r070556096_
117, 20-Aug-2017 05:56:15, -146.068000, 50.130000, 1.245951, 2.790256, 0.719350, 1.610955, 3, 2017, 537.137607, 8, 20, 5, 1035.388612, r070556096_
118, 22-Aug-2017 05:29:15, -143.382000, 49.520500, 2.264015, 1.664236, 1.600900, 1.176793, 2, 2017, 253.879240, 8, 22, 5, 1119.096422, r070556096_
119, 24-Aug-2017 05:31:17, -145.861000, 52.657000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2017, 581.618348, 8, 24, 5, 754.657834, r070556096_
120, 26-Aug-2017 05:19:17, -148.987000, 53.020000, 1.618670, 1.421571, 0.934539, 0.820744, 3, 2017, 227.854847, 8, 26, 5, 732.493644, r070556096_
121, 28-Aug-2017 05:36:18, -147.026000, 52.745000, 1.518129, 3.265253, 0.876492, 1.885195, 3, 2017, 399.963273, 8, 28, 5, 745.612738, r070556096_
122, 30-Aug-2017 05:21:19, -148.407000, 49.654500, 1.320950, 1.710657, 0.660475, 0.855329, 4, 2017, 221.614140, 8, 30, 5, 1096.362520, r070556096_
123, 01-Sep-2017 04:59:19, -144.588000, 49.745000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2017, 112.135301, 9, 1, 5, 1083.789396, r070556096_
124, 03-Sep-2017 05:19:21, -144.629000, 52.175000, 1.138585, 1.615301, 0.569293, 0.807651, 4, 2017, 275.845751, 9, 3, 5, 814.616360, r070556096_
125, 05-Sep-2017 14:42:22, -146.840000, 46.490000, 0.232692, 1.814977, 0.134345, 1.047878, 3, 2017, 393.477871, 9, 5, 5, 1440.430725, r070556096_
126, 07-Sep-2017 14:10:23, -142.263000, 53.604000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2017, 658.455089, 9, 7, 5, 694.822480, r070556096_
127, 10-Sep-2017 04:28:24, -142.255500, 47.984000, 0.216285, 0.429921, 0.152936, 0.304000, 2, 2017, 151.811398, 9, 10, 5, 1301.275375, r070556096_
128, 11-Sep-2017 04:24:23, -141.369000, 50.137000, 0.523564, 2.337924, 0.302280, 1.349801, 3, 2017, 238.689836, 9, 11, 5, 1081.673227, r070556096_
129, 13-Sep-2017 04:05:24, -139.155500, 47.922000, 0.487515, 1.793741, 0.243758, 0.896870, 4, 2017, 349.850803, 9, 13, 5, 1363.637000, r070556096_
131, 17-Sep-2017 03:59:27, -140.950500, 38.443500, 0.183299, 0.702157, 0.129612, 0.496500, 2, 2017, 212.649740, 9, 17, 5, 2364.922361, r070556096_
132, 20-Sep-2017 03:58:28, -142.388000, 36.862000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2017, 72.830304, 9, 20, 5, 2525.320631, r070556096_
