ok,17-May-2016,42507.00434,0
ok,17-May-2016,42507.01129,183
ok,17-May-2016,42507.01823,87
ok,17-May-2016,42507.02517,0
ok,17-May-2016,42507.03212,0
ok,17-May-2016,42507.03906,112
ok,17-May-2016,42507.04601,48
ok,17-May-2016,42507.05295,197
ok,17-May-2016,42507.0599,168
ok,17-May-2016,42507.06684,38
ok,17-May-2016,42507.07379,195
ok,17-May-2016,42507.08073,199
ok,17-May-2016,42507.08767,122
ok,17-May-2016,42507.09462,171
ok,17-May-2016,42507.10156,173
ok,17-May-2016,42507.10851,112
ok,17-May-2016,42507.11545,168
ok,17-May-2016,42507.1224,199
ok,17-May-2016,42507.12934,200
ok,17-May-2016,42507.13629,198
ok,17-May-2016,42507.14323,200
ok,17-May-2016,42507.15017,200
ok,17-May-2016,42507.15712,200
ok,17-May-2016,42507.16406,199
ok,17-May-2016,42507.17101,196
ok,17-May-2016,42507.17795,197
ok,17-May-2016,42507.1849,199
ok,17-May-2016,42507.19184,198
ok,17-May-2016,42507.19879,200
ok,17-May-2016,42507.20573,200
ok,17-May-2016,42507.21267,200
ok,17-May-2016,42507.21962,140
ok,17-May-2016,42507.22656,197
ok,17-May-2016,42507.23351,182
ok,17-May-2016,42507.24045,178
ok,17-May-2016,42507.2474,163
ok,17-May-2016,42507.25434,87
ok,17-May-2016,42507.26129,98
ok,17-May-2016,42507.26823,194
ok,17-May-2016,42507.27517,195
ok,17-May-2016,42507.28212,191
ok,17-May-2016,42507.28906,199
ok,17-May-2016,42507.29601,200
ok,17-May-2016,42507.30295,197
ok,17-May-2016,42507.3099,198
ok,17-May-2016,42507.31684,189
ok,17-May-2016,42507.32379,200
ok,17-May-2016,42507.33073,200
ok,17-May-2016,42507.33767,200
ok,17-May-2016,42507.34462,193
ok,17-May-2016,42507.35156,200
ok,17-May-2016,42507.35851,199
ok,17-May-2016,42507.36545,191
ok,17-May-2016,42507.3724,170
ok,17-May-2016,42507.37934,199
ok,17-May-2016,42507.38629,200
ok,17-May-2016,42507.39323,198
ok,17-May-2016,42507.40017,200
ok,17-May-2016,42507.40712,200
ok,17-May-2016,42507.41406,200
ok,17-May-2016,42507.42101,200
ok,17-May-2016,42507.42795,199
ok,17-May-2016,42507.4349,200
ok,17-May-2016,42507.44184,199
ok,17-May-2016,42507.44879,199
ok,17-May-2016,42507.45573,199
ok,17-May-2016,42507.46267,198
ok,17-May-2016,42507.46962,200
ok,17-May-2016,42507.47656,196
ok,17-May-2016,42507.48351,200
ok,17-May-2016,42507.49045,199
ok,17-May-2016,42507.4974,200
ok,17-May-2016,42507.50434,200
ok,17-May-2016,42507.51129,200
ok,17-May-2016,42507.51823,188
ok,17-May-2016,42507.52517,200
ok,17-May-2016,42507.53212,200
ok,17-May-2016,42507.53906,200
ok,17-May-2016,42507.54601,200
ok,17-May-2016,42507.55295,188
ok,17-May-2016,42507.5599,193
ok,17-May-2016,42507.56684,200
ok,17-May-2016,42507.57379,200
ok,17-May-2016,42507.58073,200
ok,17-May-2016,42507.58767,200
ok,17-May-2016,42507.59462,200
ok,17-May-2016,42507.60156,200
ok,17-May-2016,42507.60851,200
ok,17-May-2016,42507.61545,200
ok,17-May-2016,42507.6224,200
ok,17-May-2016,42507.62934,200
ok,17-May-2016,42507.63629,200
ok,17-May-2016,42507.64323,200
ok,17-May-2016,42507.65017,200
ok,17-May-2016,42507.65712,200
ok,17-May-2016,42507.66406,200
ok,17-May-2016,42507.67101,200
ok,17-May-2016,42507.67795,200
ok,17-May-2016,42507.6849,200
ok,17-May-2016,42507.69184,200
ok,17-May-2016,42507.69879,200
ok,17-May-2016,42507.70573,200
ok,17-May-2016,42507.71267,200
ok,17-May-2016,42507.71962,200
ok,17-May-2016,42507.72656,167
ok,17-May-2016,42507.73351,197
ok,17-May-2016,42507.74045,195
ok,17-May-2016,42507.7474,194
ok,17-May-2016,42507.75434,189
ok,17-May-2016,42507.76129,198
ok,17-May-2016,42507.76823,200
ok,17-May-2016,42507.77517,199
ok,17-May-2016,42507.78212,199
ok,17-May-2016,42507.78906,200
ok,17-May-2016,42507.79601,198
ok,17-May-2016,42507.80295,199
ok,17-May-2016,42507.8099,195
ok,17-May-2016,42507.81684,200
ok,17-May-2016,42507.82379,200
ok,17-May-2016,42507.83073,199
ok,17-May-2016,42507.83767,200
ok,17-May-2016,42507.84462,200
ok,17-May-2016,42507.85156,193
ok,17-May-2016,42507.85851,188
ok,17-May-2016,42507.86545,200
ok,17-May-2016,42507.8724,180
ok,17-May-2016,42507.87934,193
ok,17-May-2016,42507.88629,200
ok,17-May-2016,42507.89323,198
ok,17-May-2016,42507.90017,200
ok,17-May-2016,42507.90712,200
ok,17-May-2016,42507.91406,192
ok,17-May-2016,42507.92101,185
ok,17-May-2016,42507.92795,126
ok,17-May-2016,42507.9349,155
ok,17-May-2016,42507.94184,121
ok,17-May-2016,42507.94879,200
ok,17-May-2016,42507.95573,200
ok,17-May-2016,42507.96267,200
ok,17-May-2016,42507.96962,200
ok,17-May-2016,42507.97656,192
ok,17-May-2016,42507.98351,199
