binID,date, med_lon, med_lat, sd_lon, sd_lat, SEM_lon, SEM_lat, samplesize, year, distperday, month, day, confidence, distcolony, bird
60,2016-04-29,140.07,45.7,0,0,0,0,1,2016,0,4,29,5,183.316892, 10a9251
61,2016-04-30,139.92,46.42,0.174085,0.604529,0.087043,0.302265,4,2017,80.800595,4,30,5,260.473022, 10a9251
62,2016-05-02,140.34,43.37,0.876242,1.043586,0.505899,0.602514,3,2016,394.635522,5,2,5,119.362574, 10a9251
63,2016-05-04,141.8,41.405,0.010564,4.589123,0.00747,3.245,2,2016,675.543793,5,4,5,320.324087, 10a9251
64,2016-05-06,141.03,45.47,0,0,0,0,1,2017,109.030123,5,6,5,135.822698, 10a9251
66,2016-05-10,139.22,40.18,0,0,0,0,1,2016,134.534977,5,10,5,480.581335, 10a9251
67,2016-05-12,139.335,40.69,0.133956,1.824335,0.094721,1.29,2, NaN,165.292808,5,12,5,423.979125, 10a9251
69,2016-05-16,139.84,31.81,0,0,0,0,1,2016,376.465652,5,16,5,1386.113327, 10a9251
70,2016-05-19,138,41.96,0,0,0,0,1, NaN,378.7883,5,19,5,363.418484, 10a9251
71,2016-05-20,138.455,40.305,1.276899,2.170835,0.902904,1.535012,2,2016,388.274272,5,20,5,492.898531, 10a9251
72,2016-05-23,136.07,41.77,0,0,0,0,1,2016,39.954777,5,23,5,499.845655, 10a9251
76,2016-05-30,137.89,38.84,0,0,0,0,1, NaN,55.463204,5,30,5,660.915163, 10a9251
77,2016-06-01,142.48,37.39,0,0,0,0,1, NaN,174.246878,6,1,5,769.873996, 10a9251
78,2016-06-04,141.23,40.23,0,0,0,0,1,2016,110.990508,6,4,5,446.859805, 10a9251
80,2016-06-07,141.77,42.78,0.186444,0.208327,0.107643,0.120278,3,2016,66.958987,6,7,5,170.321086, 10a9251
81,2016-06-09,141.045,44.125,0.738676,0.69859,0.369338,0.349295,4, NaN,183.756102,6,9,5,18.101422, 10a9251
82,2016-06-11,143.69,44.4,0,0,0,0,1,2016,218.168566,6,11,5,200.44039, 10a9251
83,2016-06-13,138.3,43.1,0.334541,0.581565,0.193147,0.335767,3,2016,150.901713,6,13,5,265.58129, 10a9251
84,2016-06-15,138.65,44.37,0,0,0,0,1,2016,45.846349,6,15,5,202.698769, 10a9251
85,2016-06-18,139.82,40.92,0,0,0,0,1,2016,131.809432,6,18,5,386.800015, 10a9251
86,2016-06-19,137.75,39.63,0,0,0,0,1,2016,225.698979,6,19,5,587.064241, 10a9251
87,2016-06-22,141.28,46.1,0,0,0,0,1,2016,258.868422,6,22,5,205.42357, 10a9251
88,2016-06-23,142.51,42.92,0.318455,0.749812,0.18386,0.432904,3,2016,185.384093,6,23,5,182.672819, 10a9251
89,2016-06-25,145.94,42.34,0,0,0,0,1,2016,287.59376,6,25,5,440.375882, 10a9251
90,2016-06-28,140.97,46.24,0,0,0,0,1,2016,194.850438,6,28,5,221.496857, 10a9251
