binID, date, med_lon, med_lat, sd_lon, sd_lat, SEM_lon, SEM_lat, samplesize, year, distperday, month, day, confidence, distcolony, bird
90, 27-Jun-2018 13:56:00, 151.770000, 50.760000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 0.000000, 6, 27, 5, 3913.471190, r117634313_
93, 03-Jul-2018 22:54:00, -162.550000, 48.080000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 513.769903, 7, 3, 5, 1646.854131, r117634313_
96, 10-Jul-2018 10:00:59, -148.780000, 50.610000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 160.551279, 7, 10, 5, 994.220867, r117634313_
97, 11-Jul-2018 09:54:59, -147.380000, 54.530000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 446.394105, 7, 11, 5, 549.434905, r117634313_
98, 14-Jul-2018 09:53:00, -146.910000, 53.030000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 56.626471, 7, 14, 5, 713.542976, r117634313_
100, 18-Jul-2018 09:44:00, -144.320000, 54.410000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 57.542218, 7, 18, 5, 572.066190, r117634313_
102, 21-Jul-2018 09:54:59, -146.770000, 55.070000, 0.307702, 0.084857, 0.217578, 0.060003, 2, 2018, 57.467550, 7, 21, 5, 486.303796, r117634313_
103, 23-Jul-2018 09:49:00, -147.375000, 53.885000, 1.353640, 1.336522, 0.957168, 0.945064, 2, 2018, 174.894325, 7, 23, 5, 620.814330, r117634313_
104, 25-Jul-2018 09:51:00, -146.120000, 51.580000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 248.100777, 7, 25, 5, 874.047959, r117634313_
105, 28-Jul-2018 09:53:00, -146.750000, 54.890000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 123.530060, 7, 28, 5, 506.251980, r117634313_
106, 29-Jul-2018 09:58:00, -147.380000, 53.210000, 0.524924, 1.004094, 0.371178, 0.710002, 2, 2018, 227.986738, 7, 29, 5, 695.654784, r117634313_
108, 02-Aug-2018 09:51:00, -147.090000, 51.400000, 0.404114, 0.479481, 0.233315, 0.276829, 3, 2018, 72.089645, 8, 2, 5, 895.297129, r117634313_
109, 04-Aug-2018 09:51:00, -145.610000, 53.380000, 0.514039, 1.739484, 0.363481, 1.230001, 2, 2018, 199.278866, 8, 4, 5, 675.074352, r117634313_
110, 06-Aug-2018 10:00:00, -147.225000, 52.175000, 1.123096, 0.219432, 0.794148, 0.155162, 2, 2018, 261.049025, 8, 6, 5, 809.726243, r117634313_
111, 08-Aug-2018 09:45:59, -145.415000, 54.010000, 0.270070, 0.480833, 0.190968, 0.340000, 2, 2018, 139.438253, 8, 8, 5, 606.064713, r117634313_
112, 10-Aug-2018 09:53:00, -147.115000, 54.310000, 0.168945, 1.739483, 0.119463, 1.230000, 2, 2018, 213.213005, 8, 10, 5, 572.195687, r117634313_
113, 12-Aug-2018 09:49:00, -145.950000, 50.455000, 0.035956, 2.368808, 0.025425, 1.675000, 2, 2018, 255.794897, 8, 12, 5, 999.389566, r117634313_
114, 14-Aug-2018 10:03:00, -147.540000, 53.535000, 1.713047, 1.619460, 1.211307, 1.145131, 2, 2018, 422.420157, 8, 14, 5, 660.669504, r117634313_
115, 16-Aug-2018 09:51:00, -145.950000, 54.135000, 0.703858, 1.265728, 0.497703, 0.895005, 2, 2018, 204.528227, 8, 16, 5, 590.059342, r117634313_
116, 18-Aug-2018 09:49:59, -145.810000, 52.210000, 0.736406, 0.890965, 0.520718, 0.630007, 2, 2018, 222.785054, 8, 18, 5, 804.489550, r117634313_
117, 20-Aug-2018 09:47:00, -145.680000, 48.365000, 0.206591, 1.449569, 0.146082, 1.025000, 2, 2018, 241.161975, 8, 20, 5, 1232.260735, r117634313_
118, 22-Aug-2018 21:47:59, -147.380000, 53.730000, 0.902969, 1.357662, 0.638496, 0.960012, 2, 2018, 401.309011, 8, 22, 5, 638.018635, r117634313_
119, 24-Aug-2018 09:49:00, -146.625000, 52.315000, 0.021609, 0.756604, 0.015280, 0.535000, 2, 2018, 142.313173, 8, 24, 5, 792.404688, r117634313_
120, 26-Aug-2018 09:42:00, -145.455000, 51.995000, 0.465830, 0.473765, 0.329392, 0.335002, 2, 2018, 139.826981, 8, 26, 5, 829.548273, r117634313_
121, 28-Aug-2018 09:49:59, -146.535000, 54.015000, 0.543736, 1.647561, 0.384479, 1.165001, 2, 2018, 186.319665, 8, 28, 5, 603.127786, r117634313_
122, 30-Aug-2018 09:45:59, -146.125000, 54.745000, 0.273449, 0.360625, 0.193358, 0.255000, 2, 2018, 56.692610, 8, 30, 5, 521.860503, r117634313_
124, 03-Sep-2018 09:45:59, -146.420000, 53.335000, 0.479546, 2.014555, 0.239773, 1.007277, 4, 2018, 141.963311, 9, 3, 5, 678.696163, r117634313_
125, 05-Sep-2018 09:33:59, -144.110000, 53.175000, 0.245811, 0.233346, 0.173815, 0.165000, 2, 2018, 228.572584, 9, 5, 5, 709.681591, r117634313_
126, 07-Sep-2018 09:27:59, -142.490000, 50.260000, 0.000000, 0.000000, 0.000000, 0.000000, 1, 2018, 333.289550, 9, 7, 5, 1049.593686, r117634313_
