binID,date, med_lon, med_lat, sd_lon, sd_lat, SEM_lon, SEM_lat, samplesize, year, distperday, month, day, confidence, distcolony, bird
60,2016-04-29,140.07,45.7,0,0,0,0,1,2016,0,4,29,5,183.316892, 10a9251
61,2016-04-30,139.795,46.515,0.218769,0.680956,0.109385,0.340478,4,2017,95.543422,4,30,5,273.976244, 10a9251
62,2016-05-02,140.34,43.56,0.843128,1.009181,0.48678,0.582651,3,2016,402.103788,5,2,5,102.651851, 10a9251
63,2016-05-04,141.68,41.62,0.629525,2.213624,0.363457,1.278036,3,2016,464.591222,5,4,5,295.253119, 10a9251
64,2016-05-06,140.9,45.65,0,0,0,0,1,2016,131.335525,5,6,5,156.896549, 10a9251
67,2016-05-12,139.84,39.39,0,0,0,0,1, NaN,116.745549,5,12,5,551.532582, 10a9251
68,2016-05-15,139.96,40.36,0,0,0,0,1,2016,36.063131,5,15,5,444.04106, 10a9251
69,2016-05-16,137.84,32.43,0,0,0,0,1,2016,895.227469,5,16,5,1344.241108, 10a9251
70,2016-05-19,139.74,39.04,0,0,0,0,1,2016,251.482488,5,19,5,591.327842, 10a9251
72,2016-05-22,138.675,42.875,0.512917,0.954595,0.362687,0.675001,2, NaN,169.014795,5,22,5,254.0826, 10a9251
73,2016-05-25,136.49,36.1,0,0,0,0,1,2016,276.561174,5,25,5,989.228625, 10a9251
74,2016-05-26,141.39,40.2,0.5663,0.459211,0.326954,0.265125,3,2016,280.440329,5,26,5,450.492141, 10a9251
75,2016-05-28,142.96,40.58,0,0,0,0,1,2016,296.170718,5,28,5,433.30815, 10a9251
76,2016-05-30,140.53,41.38,0,0,0,0,1,2016,111.095873,5,30,5,323.603611, 10a9251
78,2016-06-04,140.36,32.99,0,0,0,0,1, NaN,186.2257,6,4,5,1252.318314, 10a9251
80,2016-06-07,142.14,39.77,0.244224,0.396569,0.141003,0.228959,3, NaN,139.240632,6,7,5,504.149551, 10a9251
81,2016-06-10,142.89,37.19,0,0,0,0,1,2016,143.501107,6,10,5,797.374541, 10a9251
