ok,17-May-2016,42507.00476,200
ok,17-May-2016,42507.0117,200
ok,17-May-2016,42507.01865,200
ok,17-May-2016,42507.02559,190
ok,17-May-2016,42507.03254,200
ok,17-May-2016,42507.03948,200
ok,17-May-2016,42507.04642,200
ok,17-May-2016,42507.05337,200
ok,17-May-2016,42507.06031,148
ok,17-May-2016,42507.06726,34
ok,17-May-2016,42507.0742,0
ok,17-May-2016,42507.08115,31
ok,17-May-2016,42507.08809,117
ok,17-May-2016,42507.09504,196
ok,17-May-2016,42507.10198,200
ok,17-May-2016,42507.10892,200
ok,17-May-2016,42507.11587,200
ok,17-May-2016,42507.12281,200
ok,17-May-2016,42507.12976,200
ok,17-May-2016,42507.1367,200
ok,17-May-2016,42507.14365,200
ok,17-May-2016,42507.15059,200
ok,17-May-2016,42507.15754,200
ok,17-May-2016,42507.16448,199
ok,17-May-2016,42507.17142,164
ok,17-May-2016,42507.17837,26
ok,17-May-2016,42507.18531,0
ok,17-May-2016,42507.19226,0
ok,17-May-2016,42507.1992,0
ok,17-May-2016,42507.20615,0
ok,17-May-2016,42507.21309,0
ok,17-May-2016,42507.22004,0
ok,17-May-2016,42507.22698,24
ok,17-May-2016,42507.23392,149
ok,17-May-2016,42507.24087,200
ok,17-May-2016,42507.24781,200
ok,17-May-2016,42507.25476,200
ok,17-May-2016,42507.2617,200
ok,17-May-2016,42507.26865,200
ok,17-May-2016,42507.27559,200
ok,17-May-2016,42507.28254,200
ok,17-May-2016,42507.28948,200
ok,17-May-2016,42507.29642,200
ok,17-May-2016,42507.30337,200
ok,17-May-2016,42507.31031,200
ok,17-May-2016,42507.31726,197
ok,17-May-2016,42507.3242,3
ok,17-May-2016,42507.33115,0
ok,17-May-2016,42507.33809,0
ok,17-May-2016,42507.34504,0
ok,17-May-2016,42507.35198,0
ok,17-May-2016,42507.35892,0
ok,17-May-2016,42507.36587,0
ok,17-May-2016,42507.37281,0
ok,17-May-2016,42507.37976,0
ok,17-May-2016,42507.3867,0
ok,17-May-2016,42507.39365,0
ok,17-May-2016,42507.40059,0
ok,17-May-2016,42507.40754,0
ok,17-May-2016,42507.41448,0
ok,17-May-2016,42507.42142,128
ok,17-May-2016,42507.42837,198
ok,17-May-2016,42507.43531,167
ok,17-May-2016,42507.44226,0
ok,17-May-2016,42507.4492,0
ok,17-May-2016,42507.45615,43
ok,17-May-2016,42507.46309,163
ok,17-May-2016,42507.47004,109
ok,17-May-2016,42507.47698,0
ok,17-May-2016,42507.48392,0
ok,17-May-2016,42507.49087,0
ok,17-May-2016,42507.49781,0
ok,17-May-2016,42507.50476,0
ok,17-May-2016,42507.5117,0
ok,17-May-2016,42507.51865,0
ok,17-May-2016,42507.52559,0
ok,17-May-2016,42507.53254,0
ok,17-May-2016,42507.53948,0
ok,17-May-2016,42507.54642,0
ok,17-May-2016,42507.55337,0
ok,17-May-2016,42507.56031,0
ok,17-May-2016,42507.56726,0
ok,17-May-2016,42507.5742,0
ok,17-May-2016,42507.58115,0
ok,17-May-2016,42507.58809,0
ok,17-May-2016,42507.59504,0
ok,17-May-2016,42507.60198,0
ok,17-May-2016,42507.60892,0
ok,17-May-2016,42507.61587,0
ok,17-May-2016,42507.62281,0
ok,17-May-2016,42507.62976,0
ok,17-May-2016,42507.6367,0
ok,17-May-2016,42507.64365,0
ok,17-May-2016,42507.65059,0
ok,17-May-2016,42507.65754,0
ok,17-May-2016,42507.66448,0
ok,17-May-2016,42507.67142,0
ok,17-May-2016,42507.67837,0
ok,17-May-2016,42507.68531,0
ok,17-May-2016,42507.69226,0
ok,17-May-2016,42507.6992,0
ok,17-May-2016,42507.70615,0
ok,17-May-2016,42507.71309,0
ok,17-May-2016,42507.72004,0
ok,17-May-2016,42507.72698,0
ok,17-May-2016,42507.73392,0
ok,17-May-2016,42507.74087,0
ok,17-May-2016,42507.74781,0
ok,17-May-2016,42507.75476,0
ok,17-May-2016,42507.7617,0
ok,17-May-2016,42507.76865,0
ok,17-May-2016,42507.77559,69
ok,17-May-2016,42507.78254,45
ok,17-May-2016,42507.78948,138
ok,17-May-2016,42507.79642,42
ok,17-May-2016,42507.80337,181
ok,17-May-2016,42507.81031,200
ok,17-May-2016,42507.81726,168
ok,17-May-2016,42507.8242,200
ok,17-May-2016,42507.83115,138
ok,17-May-2016,42507.83809,79
ok,17-May-2016,42507.84504,0
ok,17-May-2016,42507.85198,0
ok,17-May-2016,42507.85892,0
ok,17-May-2016,42507.86587,47
